SL,project_name,migration_direction,prompt_mode,set_folder_name,fold_name,model_name,avg_cosine_similarity,max_cosine_similarity,avg_crystal_bleu,max_crystal_bleu
935,io7m_jproperties,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.62,0.62,0.34,0.34
936,io7m_jproperties,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.60,0.60,0.35,0.35
937,io7m_jproperties,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.16,0.16,0.16,0.16
938,io7m_jproperties,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.51,0.51,0.29,0.29
939,io7m_jproperties,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.15,0.15,0.09,0.09
940,io7m_jproperties,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.25,0.25,0.06,0.06
941,io7m_jsx,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.49,0.49,0.36,0.36
942,io7m_jsx,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.60,0.60,0.40,0.40
943,io7m_jsx,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.69,0.69,0.32,0.32
944,io7m_jsx,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.62,0.62,0.31,0.31
945,io7m_jsx,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.16,0.16,0.18,0.18
946,io7m_jsx,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.31,0.31,0.21,0.21
947,io7m_jsx,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.21,0.21,0.11,0.11
948,io7m_jsx,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.21,0.21,0.13,0.13
949,ipregistry_ipregistry-java,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.68,0.68,0.42,0.42
950,ipregistry_ipregistry-java,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.77,0.77,0.42,0.42
951,ipregistry_ipregistry-java,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.54,0.54,0.18,0.18
952,ipregistry_ipregistry-java,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.58,0.58,0.19,0.19
953,ipregistry_ipregistry-java,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.35,0.35,0.16,0.16
954,ipregistry_ipregistry-java,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.42,0.42,0.32,0.32
955,ipregistry_ipregistry-java,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.23,0.23,0.09,0.09
956,ipregistry_ipregistry-java,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.15,0.15,0.09,0.09
957,jakubplichta_git-changelog-maven-plugin,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.71,0.71,0.48,0.48
958,jakubplichta_git-changelog-maven-plugin,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.78,0.78,0.49,0.49
959,jakubplichta_git-changelog-maven-plugin,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.62,0.62,0.20,0.20
960,jakubplichta_git-changelog-maven-plugin,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.67,0.67,0.36,0.36
961,jakubplichta_git-changelog-maven-plugin,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.36,0.36,0.10,0.10
962,jakubplichta_git-changelog-maven-plugin,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.38,0.38,0.10,0.10
963,jakubplichta_git-changelog-maven-plugin,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.24,0.24,0.05,0.05
964,jakubplichta_git-changelog-maven-plugin,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.13,0.13,0.06,0.06
965,jbee_silk,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.53,0.53,0.47,0.47
966,jbee_silk,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.73,0.73,0.63,0.63
967,jbee_silk,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.55,0.55,0.17,0.17
968,jbee_silk,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.71,0.71,0.42,0.42
969,jbee_silk,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.39,0.39,0.07,0.07
970,jbee_silk,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.48,0.48,0.10,0.10
971,jbee_silk,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.31,0.31,0.02,0.02
972,jbee_silk,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.35,0.35,0.02,0.02
973,jboss_tyr,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.73,0.73,0.69,0.69
974,jboss_tyr,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.72,0.72,0.70,0.70
975,jboss_tyr,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.49,0.49,0.19,0.19
976,jboss_tyr,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.64,0.64,0.32,0.32
977,jboss_tyr,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.58,0.58,0.28,0.28
978,jboss_tyr,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.50,0.50,0.16,0.16
979,jboss_tyr,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.26,0.26,0.05,0.05
980,jboss_tyr,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.21,0.21,0.08,0.08
981,jenkinsci_jira-plugin,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.75,0.75,0.37,0.37
982,jenkinsci_jira-plugin,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.81,0.81,0.55,0.55
983,jenkinsci_jira-plugin,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.54,0.54,0.33,0.33
984,jenkinsci_jira-plugin,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.68,0.68,0.43,0.43
985,jenkinsci_jira-plugin,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.21,0.21,0.22,0.22
986,jenkinsci_jira-plugin,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.38,0.38,0.43,0.43
987,jenkinsci_jira-plugin,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.16,0.16,0.18,0.18
988,jenkinsci_jira-plugin,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.15,0.15,0.17,0.17
989,jeremylong_DependencyCheck,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.50,0.50,0.43,0.43
990,jeremylong_DependencyCheck,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.68,0.68,0.46,0.46
991,jeremylong_DependencyCheck,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.50,0.50,0.33,0.33
992,jeremylong_DependencyCheck,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.69,0.69,0.39,0.39
993,jeremylong_DependencyCheck,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.31,0.31,0.25,0.25
994,jeremylong_DependencyCheck,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.26,0.26,0.21,0.21
995,jeremylong_DependencyCheck,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.24,0.24,0.13,0.13
996,jeremylong_DependencyCheck,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.25,0.25,0.17,0.17
997,jnidzwetzki_bboxdb,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.63,0.63,0.40,0.40
998,jnidzwetzki_bboxdb,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.68,0.68,0.47,0.47
999,jnidzwetzki_bboxdb,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.61,0.61,0.29,0.29
1000,jnidzwetzki_bboxdb,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.69,0.69,0.47,0.47
1001,jnidzwetzki_bboxdb,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.57,0.57,0.41,0.41
1002,jnidzwetzki_bboxdb,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.65,0.65,0.45,0.45
1003,jnidzwetzki_bboxdb,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.45,0.45,0.23,0.23
1004,jnidzwetzki_bboxdb,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.44,0.44,0.32,0.32
1005,junit-team_junit5,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.68,0.68,0.14,0.14
1006,junit-team_junit5,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.88,0.88,0.50,0.50
1007,junit-team_junit5,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.39,0.39,0.19,0.19
1008,junit-team_junit5,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.78,0.78,0.12,0.12
1009,junit-team_junit5,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.33,0.33,0.31,0.31
1010,junit-team_junit5,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.61,0.61,0.45,0.45
1011,junit-team_junit5,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.30,0.30,0.27,0.27
1012,junit-team_junit5,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.38,0.38,0.23,0.23
1013,jwtk_jjwt,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.45,0.45,0.31,0.31
1014,jwtk_jjwt,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.76,0.76,0.53,0.53
1015,jwtk_jjwt,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.69,0.69,0.44,0.44
1016,jwtk_jjwt,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.56,0.56,0.21,0.21
1017,jwtk_jjwt,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.53,0.53,0.51,0.51
1018,jwtk_jjwt,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.52,0.52,0.53,0.53
1019,jwtk_jjwt,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.59,0.59,0.59,0.59
1020,jwtk_jjwt,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.26,0.26,0.16,0.16
1021,kaklakariada_portmapper,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.69,0.69,0.50,0.50
1022,kaklakariada_portmapper,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.74,0.74,0.46,0.46
1023,kaklakariada_portmapper,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.70,0.70,0.32,0.32
1024,kaklakariada_portmapper,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.68,0.68,0.30,0.30
1025,kaklakariada_portmapper,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.27,0.27,0.25,0.25
1026,kaklakariada_portmapper,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.37,0.37,0.23,0.23
1027,kaklakariada_portmapper,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.10,0.10,0.08,0.08
1028,kaklakariada_portmapper,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.30,0.30,0.21,0.21
1029,knowm_Yank,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.71,0.71,0.46,0.46
1030,knowm_Yank,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.75,0.75,0.53,0.53
1031,knowm_Yank,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.61,0.61,0.30,0.30
1032,knowm_Yank,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.69,0.69,0.39,0.39
1033,knowm_Yank,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.42,0.42,0.27,0.27
1034,knowm_Yank,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.55,0.55,0.45,0.45
1035,knowm_Yank,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.37,0.37,0.15,0.15
1036,knowm_Yank,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.54,0.54,0.29,0.29
1037,komoot_photon,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.53,0.53,0.44,0.44
1038,komoot_photon,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.71,0.71,0.64,0.64
1039,komoot_photon,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.55,0.55,0.17,0.17
1040,komoot_photon,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.75,0.75,0.28,0.28
1041,komoot_photon,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.28,0.28,0.07,0.07
1042,komoot_photon,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.36,0.36,0.11,0.11
1043,komoot_photon,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.20,0.20,0.03,0.03
1044,komoot_photon,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.21,0.21,0.02,0.02
1045,kordamp_ikonli,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.79,0.79,0.57,0.57
1046,kordamp_ikonli,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.81,0.81,0.50,0.50
1047,kordamp_ikonli,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.58,0.58,0.30,0.30
1048,kordamp_ikonli,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.61,0.61,0.29,0.29
1049,kordamp_ikonli,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.37,0.37,0.33,0.33
1050,kordamp_ikonli,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.73,0.73,0.44,0.44
1051,kordamp_ikonli,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.44,0.44,0.22,0.22
1052,kordamp_ikonli,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.32,0.32,0.13,0.13
1053,kryptokrauts_aepp-sdk-java,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.57,0.57,0.12,0.12
1054,kryptokrauts_aepp-sdk-java,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.82,0.82,0.49,0.49
1055,kryptokrauts_aepp-sdk-java,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.63,0.63,0.13,0.13
1056,kryptokrauts_aepp-sdk-java,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.71,0.71,0.05,0.05
1057,kryptokrauts_aepp-sdk-java,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.32,0.32,0.33,0.33
1058,kryptokrauts_aepp-sdk-java,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.58,0.58,0.43,0.43
1059,kryptokrauts_aepp-sdk-java,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.36,0.36,0.26,0.26
1060,kryptokrauts_aepp-sdk-java,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.36,0.36,0.35,0.35
1061,line_decaton,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.63,0.63,0.42,0.42
1062,line_decaton,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.70,0.70,0.39,0.39
1063,line_decaton,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.58,0.58,0.28,0.28
1064,line_decaton,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.61,0.61,0.24,0.24
1065,line_decaton,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.35,0.35,0.23,0.23
1066,line_decaton,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.54,0.54,0.30,0.30
1067,line_decaton,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.14,0.14,0.05,0.05
1068,line_decaton,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.22,0.22,0.05,0.05
1069,linkedin_avro-util,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.67,0.67,0.41,0.41
1070,linkedin_avro-util,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.69,0.69,0.37,0.37
1071,linkedin_avro-util,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.57,0.57,0.29,0.29
1072,linkedin_avro-util,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.63,0.63,0.34,0.34
1073,linkedin_avro-util,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.41,0.41,0.10,0.10
1074,linkedin_avro-util,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.26,0.26,0.08,0.08
1075,linkedin_avro-util,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.26,0.26,0.17,0.17
1076,linkedin_avro-util,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.33,0.33,0.16,0.16
1077,mate-academy_hibernate-configuration-hw,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.61,0.61,0.52,0.52
1078,mate-academy_hibernate-configuration-hw,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.68,0.68,0.50,0.50
1079,mate-academy_hibernate-configuration-hw,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.56,0.56,0.26,0.26
1080,mate-academy_hibernate-configuration-hw,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.61,0.61,0.33,0.33
1081,mate-academy_hibernate-configuration-hw,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.64,0.64,0.38,0.38
1082,mate-academy_hibernate-configuration-hw,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.63,0.63,0.38,0.38
1083,mate-academy_hibernate-configuration-hw,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.22,0.22,0.05,0.05
1084,mate-academy_hibernate-configuration-hw,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.23,0.23,0.05,0.05
1085,mendhak_gpslogger,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.69,0.69,0.37,0.37
1086,mendhak_gpslogger,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.69,0.69,0.36,0.36
1087,mendhak_gpslogger,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.64,0.64,0.34,0.34
1088,mendhak_gpslogger,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.66,0.66,0.44,0.44
1089,mendhak_gpslogger,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.24,0.24,0.09,0.09
1090,mendhak_gpslogger,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.49,0.49,0.05,0.05
1091,mendhak_gpslogger,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.27,0.27,0.10,0.10
1092,mendhak_gpslogger,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.08,0.08,0.07,0.07
1093,michaelliao_itranswarp,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.68,0.68,0.40,0.40
1094,michaelliao_itranswarp,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.66,0.66,0.49,0.49
1095,michaelliao_itranswarp,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.50,0.50,0.16,0.16
1096,michaelliao_itranswarp,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.46,0.46,0.26,0.26
1097,michaelliao_itranswarp,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.37,0.37,0.09,0.09
1098,michaelliao_itranswarp,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.40,0.40,0.16,0.16
1099,michaelliao_itranswarp,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.28,0.28,0.04,0.04
1100,michaelliao_itranswarp,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.23,0.23,0.09,0.09
1101,micheljung_nocatch,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.65,0.65,0.36,0.36
1102,micheljung_nocatch,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.74,0.74,0.47,0.47
1103,micheljung_nocatch,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.59,0.59,0.29,0.29
1104,micheljung_nocatch,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.63,0.63,0.37,0.37
1105,micheljung_nocatch,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.31,0.31,0.19,0.19
1106,micheljung_nocatch,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.36,0.36,0.11,0.11
1107,micheljung_nocatch,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.24,0.24,0.12,0.12
1108,micheljung_nocatch,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.28,0.28,0.12,0.12
1109,miho_VTCC,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.76,0.76,0.43,0.43
1110,miho_VTCC,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.84,0.84,0.62,0.62
1111,miho_VTCC,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.50,0.50,0.19,0.19
1112,miho_VTCC,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.66,0.66,0.29,0.29
1113,miho_VTCC,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.33,0.33,0.10,0.10
1114,miho_VTCC,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.50,0.50,0.21,0.21
1115,miho_VTCC,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.19,0.19,0.03,0.03
1116,miho_VTCC,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.19,0.19,0.12,0.12
1117,minio_minio-java,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.61,0.61,0.27,0.27
1118,minio_minio-java,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.65,0.65,0.36,0.36
1119,minio_minio-java,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.58,0.58,0.18,0.18
1120,minio_minio-java,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.58,0.58,0.21,0.21
1121,minio_minio-java,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.27,0.27,0.08,0.08
1122,minio_minio-java,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.36,0.36,0.11,0.11
1123,minio_minio-java,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.11,0.11,0.04,0.04
1124,minio_minio-java,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.24,0.24,0.04,0.04
1125,msmobility_silo,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.53,0.53,0.40,0.40
1126,msmobility_silo,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.57,0.57,0.51,0.51
1127,msmobility_silo,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.37,0.37,0.25,0.25
1128,msmobility_silo,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.48,0.48,0.29,0.29
1129,msmobility_silo,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.33,0.33,0.33,0.33
1130,msmobility_silo,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.39,0.39,0.31,0.31
1131,msmobility_silo,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.25,0.25,0.20,0.20
1132,msmobility_silo,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.20,0.20,0.24,0.24
1133,neo4j-contrib_neo4j-jdbc,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.83,0.83,0.69,0.69
1134,neo4j-contrib_neo4j-jdbc,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.84,0.84,0.67,0.67
1135,neo4j-contrib_neo4j-jdbc,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.70,0.70,0.26,0.26
1136,neo4j-contrib_neo4j-jdbc,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.56,0.56,0.29,0.29
1137,neo4j-contrib_neo4j-jdbc,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.31,0.31,0.16,0.16
1138,neo4j-contrib_neo4j-jdbc,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.59,0.59,0.21,0.21
1139,neo4j-contrib_neo4j-jdbc,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.36,0.36,0.05,0.05
1140,neo4j-contrib_neo4j-jdbc,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.26,0.26,0.07,0.07
1141,nhl_dflib,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.61,0.61,0.45,0.45
1142,nhl_dflib,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.83,0.83,0.60,0.60
1143,nhl_dflib,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.58,0.58,0.31,0.31
1144,nhl_dflib,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.55,0.55,0.28,0.28
1145,nhl_dflib,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.27,0.27,0.26,0.26
1146,nhl_dflib,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.45,0.45,0.25,0.25
1147,nhl_dflib,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.34,0.34,0.19,0.19
1148,nhl_dflib,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.19,0.19,0.19,0.19
1149,nkonev_blog,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.68,0.68,0.27,0.27
1150,nkonev_blog,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.89,0.89,0.67,0.67
1151,nkonev_blog,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.69,0.69,0.40,0.40
1152,nkonev_blog,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.57,0.57,0.11,0.11
1153,nkonev_blog,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.73,0.73,0.47,0.47
1154,nkonev_blog,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.65,0.65,0.57,0.57
1155,nkonev_blog,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.54,0.54,0.50,0.50
1156,nkonev_blog,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.49,0.49,0.43,0.43
1157,nsoft_jesterj,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.49,0.49,0.28,0.28
1158,nsoft_jesterj,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.68,0.68,0.47,0.47
1159,nsoft_jesterj,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.53,0.53,0.32,0.32
1160,nsoft_jesterj,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.69,0.69,0.41,0.41
1161,nsoft_jesterj,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.46,0.46,0.31,0.31
1162,nsoft_jesterj,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.48,0.48,0.39,0.39
1163,nsoft_jesterj,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.14,0.14,0.07,0.07
1164,nsoft_jesterj,gha_to_travis,zero-shot,Set_Full,,mistral_7b,0.38,0.38,0.18,0.18
1165,opencadc_cadc-target-resolver,travis_to_gha,zero-shot,Set_Full,,gemma3_12b,0.65,0.65,0.30,0.30
1166,opencadc_cadc-target-resolver,travis_to_gha,zero-shot,Set_Full,,gpt-4o,0.75,0.75,0.44,0.44
1167,opencadc_cadc-target-resolver,travis_to_gha,zero-shot,Set_Full,,llama3_1_8b,0.73,0.73,0.33,0.33
1168,opencadc_cadc-target-resolver,travis_to_gha,zero-shot,Set_Full,,mistral_7b,0.63,0.63,0.15,0.15
1169,opencadc_cadc-target-resolver,gha_to_travis,zero-shot,Set_Full,,gemma3_12b,0.58,0.58,0.50,0.50
1170,opencadc_cadc-target-resolver,gha_to_travis,zero-shot,Set_Full,,gpt-4o,0.69,0.69,0.56,0.56
1171,opencadc_cadc-target-resolver,gha_to_travis,zero-shot,Set_Full,,llama3_1_8b,0.68,0.68,0.59,0.59
