setting,project,direction,model,service,file_path,yaml_parsed,external_ok,yaml_score,external_score,external_tool,external_pass_count,external_total_count,actionlint_ok,travis_lint_ok,score,messages
Zero-Shot,anastaciocintra_escpos-coffee,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [error] on deploy.provider: dropping unexpected map, expected str ({:script=>mvn clean deploy --settings .travis/settings.xml -DskipTests=true -B, :on=>{:tags=>true, :branch=>master}, :env=>{:global=>{:secure=>[{:OSSRH_USERNAME=>$OSSRH_USERNAME}, {:OSSRH_PASSWORD=>$OSSRH_PASSWORD}]}}, :skip_cleanup=>true}) / [x] [warn] on notifications.email.recipients: unexpected sequence, using the first value"
Zero-Shot,anastaciocintra_escpos-coffee,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning a simple key /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 41, column 7 / could not find expected ':' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 42, column 3 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): could not find expected ':' while scanning a simple key at line 41 column 7"
Zero-Shot,anastaciocintra_escpos-coffee,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml: / [x] [warn] on jobs.include.env.global: unexpected sequence, using the first value (OSSRH_USERNAME=$OSSRH_USERNAME)"
Zero-Shot,anastaciocintra_escpos-coffee,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml: / [x] [error] on language: dropping unknown value: ubuntu / [x] [error] on before_install: dropping unexpected map, expected str ({:install=>actions/checkout@v4}) / [x] [error] on deploy: missing required key: provider / [x] [warn] on jobs: unknown key build ({:before_install=>[{:uses=>actions/setup-java@v4, :with=>{:distribution=>temurin, :java-version=>8, :cache=>maven}}], :script=>[mvn install --settings .travis/settings.xml -DskipTests -Dmaven.javadoc.skip=true -B]}) / [x] [warn] on jobs: unknown key deploy ({:depends_on=>build, :if=>$TRAVIS_EVENT_TYPE == 'push' && $TRAVIS_BRANCH == 'master', :before_install=>[{:install=>actions/checkout@v4}], :before_script=>[{:uses=>actions/setup-java@v4, :with=>{:distribution=>temuris, :java-version=>8, :cache=>maven}}], :script=>[{:name=>Import GPG key, :uses=>crazy-max/ghaction-import-gpg@v6, :with=>{:gpg_private_key=>$GPG_PRIVATE_KEY, :passphrase=>$GPG_PASSPHRASE}}, {:env=>{:OSSRH_USERNAME=>$OSSRH_USERNAME, :OSSRH_PASSWORD=>$OSSRH_PASSWORD}, :run=>mvn clean deploy --settings .travis/settings.xml -DskipTests=true -B}]}) / [x] [warn] on deploy: unknown key deploy ({:provider=>releases, :api_key=>$GITHUB_API_TOKEN, :file=>dist/my-artifact.jar, :skip_cleanup=>true})"
Fine-Tuned,anastaciocintra_escpos-coffee,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_06/anastaciocintra_escpos-coffee/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=1] actions.yml:24:9: shellcheck reported issue in this script: SC2086:info:1:6: Double quote to prevent globbing and word splitting [shellcheck] /    | / 24 |         run: | /    |         ^~~~ / actions.yml:24:9: shellcheck reported issue in this script: SC2086:info:2:6: Double quote to prevent globbing and word splitting [shellcheck] /    | / 24 |         run: | /    |         ^~~~
Fine-Tuned,anastaciocintra_escpos-coffee,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_06/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_06/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [error] on deploy.provider: dropping unknown value: mvn clean deploy --settings .travis/settings.xml -DskipTests=true -B
Few-Shot,anastaciocintra_escpos-coffee,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=1] actions.yml:27:9: shellcheck reported issue in this script: SC2086:info:1:6: Double quote to prevent globbing and word splitting [shellcheck] /    | / 27 |         run: | /    |         ^~~~ / actions.yml:31:9: shellcheck reported issue in this script: SC2086:info:1:6: Double quote to prevent globbing and word splitting [shellcheck] /    | / 31 |         run: | /    |         ^~~~
Few-Shot,anastaciocintra_escpos-coffee,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml"", line 3, column 1 | [actionlint rc=1] actions.yml:3:0: could not parse as YAML: yaml: line 3: found character that cannot start any token [syntax-check] /   | / 3 | ```yaml /   |"
Few-Shot,anastaciocintra_escpos-coffee,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=1] actions.yml:24:9: shellcheck reported issue in this script: SC2086:info:1:6: Double quote to prevent globbing and word splitting [shellcheck] /    | / 24 |         run: | /    |         ^~~~ / actions.yml:24:9: shellcheck reported issue in this script: SC2086:info:2:6: Double quote to prevent globbing and word splitting [shellcheck] /    | / 24 |         run: | /    |         ^~~~
Few-Shot,anastaciocintra_escpos-coffee,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,"[actionlint rc=1] actions.yml:28:21: parser did not reach end of input after parsing the expression. 4 remaining token(s) in the input: ""IDENT"", ""IDENT"", ""."", ""IDENT"" [expression] /    | / 28 |         if: ${{ not empty env.GPG_SECRET_KEYS }} /    |                     ^~~~~ / actions.yml:32:21: parser did not reach end of input after parsing the expression. 4 remaining token(s) in the input: ""IDENT"", ""IDENT"", ""."", ""IDENT"" [expression] /    | / 32 |         if: ${{ not empty env.GPG_OWNERTRUST }} /    |                     ^~~~~"
Few-Shot,anastaciocintra_escpos-coffee,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [warn] on jobs: unknown key build ({:script=>[mvn install --settings .travis/settings.xml -DskipTests -Dmaven.javadoc.skip=true -B]}) / [x] [warn] on jobs: unknown key deploy ({:if=>github.event_name == 'push' && github.ref == 'refs/heads/master', :script=>[mvn clean deploy --settings .travis/settings.xml -DskipTests=true -B], :before_install=>[echo no], :before_script=>[echo no], :deploy=>{:on=>{:tags=>true}}, :env=>{:global=>{:secure=>[{:GPG_PRIVATE_KEY=>${GPG_PRIVATE_KEY}}, {:GPG_PASSPHRASE=>${GPG_PASSPHRASE}}, {:OSSRH_USERNAME=>${OSSRH_USERNAME}}, {:OSSRH_PASSWORD=>${OSSRH_PASSWORD}}]}}})"
Few-Shot,anastaciocintra_escpos-coffee,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 3, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): found character that cannot start any token while scanning for the next token at line 3 column 1"
Few-Shot,anastaciocintra_escpos-coffee,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml: / [x] [warn] on jobs.include.env.global: unexpected sequence, using the first value (OSSRH_USERNAME=$OSSRH_USERNAME)"
Few-Shot,anastaciocintra_escpos-coffee,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/anastaciocintra_escpos-coffee/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml: / [x] [error] on deploy: missing required key: provider / [x] [error] on services: dropping unexpected map, expected str ({:maven=>{:image=>maven:3.6.3-jdk-8-alpine}}) / [x] [warn] on deploy.on: unknown key branches ({:only=>[master]}) / [x] [warn] on deploy.on: unknown key types ([release]) / [x] [warn] on deploy: unknown key script ([mvn clean deploy --settings .travis/settings.xml -DskipTests=true -B]) / [x] [warn] on addons: unknown key gpg ({:secrets=>[GPG_PRIVATE_KEY, GPG_PASSPHRASE]}) / [x] [warn] on root: deprecated key: sudo (The key `sudo` has no effect anymore.)"
CIMig,apache_bahir-flink,travis_to_gha,CIMig,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_bahir-flink/03_CIMig_Travis_to_GHA/apache_bahir-flink_original.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while parsing a block mapping /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_bahir-flink/03_CIMig_Travis_to_GHA/apache_bahir-flink_original.yml"", line 9, column 3 / expected <block end>, but found '-' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_bahir-flink/03_CIMig_Travis_to_GHA/apache_bahir-flink_original.yml"", line 12, column 3 | [actionlint rc=1] apache_bahir-flink_original.yml:8:0: could not parse as YAML: yaml: line 8: did not find expected key [syntax-check] /   | / 8 | jobs: /   |"
CIMig,apache_bahir-flink,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_bahir-flink/04_CIMig_GHA_to_Travis/apache_bahir-flink_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_bahir-flink/04_CIMig_GHA_to_Travis/apache_bahir-flink_travis.yml"", line 4, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_bahir-flink/04_CIMig_GHA_to_Travis/apache_bahir-flink_travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 4 column 9"
CIMig,apache_calcite,travis_to_gha,CIMig,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_calcite/03_CIMig_Travis_to_GHA/apache_calcite_original.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while parsing a block mapping /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_calcite/03_CIMig_Travis_to_GHA/apache_calcite_original.yml"", line 9, column 3 / expected <block end>, but found '-' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_calcite/03_CIMig_Travis_to_GHA/apache_calcite_original.yml"", line 12, column 3 | [actionlint rc=1] apache_calcite_original.yml:8:0: could not parse as YAML: yaml: line 8: did not find expected key [syntax-check] /   | / 8 | jobs: /   |"
CIMig,apache_calcite,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_calcite/04_CIMig_GHA_to_Travis/apache_calcite_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning a simple key /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_calcite/04_CIMig_GHA_to_Travis/apache_calcite_travis.yml"", line 8, column 3 / could not find expected ':' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_calcite/04_CIMig_GHA_to_Travis/apache_calcite_travis.yml"", line 9, column 3 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_calcite/04_CIMig_GHA_to_Travis/apache_calcite_travis.yml is not valid YAML: (<unknown>): could not find expected ':' while scanning a simple key at line 8 column 3"
CIMig,apache_commons-collections,travis_to_gha,CIMig,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-collections/03_CIMig_Travis_to_GHA/apache_commons-collections_original.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-collections/03_CIMig_Travis_to_GHA/apache_commons-collections_original.yml"", line 5, column 7 | [actionlint rc=1] apache_commons-collections_original.yml:5:0: could not parse as YAML: yaml: line 5: mapping values are not allowed in this context [syntax-check] /   | / 5 |   push: /   |"
CIMig,apache_commons-collections,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-collections/04_CIMig_GHA_to_Travis/apache_commons-collections_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-collections/04_CIMig_GHA_to_Travis/apache_commons-collections_travis.yml"", line 5, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-collections/04_CIMig_GHA_to_Travis/apache_commons-collections_travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 5 column 9"
CIMig,apache_commons-lang,travis_to_gha,CIMig,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-lang/03_CIMig_Travis_to_GHA/apache_commons-lang_original.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-lang/03_CIMig_Travis_to_GHA/apache_commons-lang_original.yml"", line 5, column 7 | [actionlint rc=1] apache_commons-lang_original.yml:5:0: could not parse as YAML: yaml: line 5: mapping values are not allowed in this context [syntax-check] /   | / 5 |   push: /   |"
CIMig,apache_commons-lang,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-lang/04_CIMig_GHA_to_Travis/apache_commons-lang_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-lang/04_CIMig_GHA_to_Travis/apache_commons-lang_travis.yml"", line 5, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/apache_commons-lang/04_CIMig_GHA_to_Travis/apache_commons-lang_travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 5 column 9"
